Y,X1,X2,X3,X4,X5,X6,X7
999,0.342,0.699,0.679,0.361,0.684,0.411,0.413
999,0.337,0.723,0.674,0.361,0.69,0.428,0.393
999,0.333,0.717,0.674,0.361,0.699,0.452,0.43
0.172,0.328,0.695,0.679,0.361,0.708,0.488,0.471
999,0.332,0.688,0.674,0.361,0.717,0.515,0.473
999,0.343,0.723,0.682,0.361,0.726,0.565,0.525
999,0.36,0.705,0.671,0.361,0.738,0.556,0.511
999,0.378,0.687,0.68,0.361,0.751,0.575,0.569
999,0.396,0.691,0.694,0.361,0.732,0.539,0.518
999,0.389,0.683,0.679,0.361,0.713,0.521,0.485
999,0.369,0.715,0.672,0.361,0.702,0.453,0.432
999,0.348,0.69,0.672,0.362,0.694,0.417,0.396
999,0.328,0.728,0.656,0.362,0.694,0.431,0.395
0.111,0.314,0.689,0.675,0.362,0.71,0.492,0.476
999,0.316,0.716,0.67,0.362,0.719,0.493,0.467
999,0.318,0.709,0.674,0.362,0.736,0.51,0.502
999,0.32,0.687,0.674,0.362,0.746,0.494,0.475
999,0.322,0.674,0.673,0.362,0.73,0.491,0.475
999,0.324,0.703,0.678,0.362,0.714,0.448,0.452
999,0.325,0.698,0.67,0.362,0.698,0.428,0.419
999,0.316,0.704,0.67,0.362,0.681,0.425,0.399
999,0.306,0.685,0.672,0.362,0.665,0.415,0.386
999,0.296,0.706,0.676,0.362,0.642,0.378,0.358
0.0682,0.287,0.72,0.682,0.362,0.62,0.379,0.334
999,0.277,0.693,0.684,0.362,0.597,0.355,0.329
999,0.267,0.707,0.658,0.362,0.59,0.373,0.347
999,0.257,0.717,0.694,0.362,0.585,0.401,0.366
999,0.247,0.695,0.676,0.362,0.581,0.405,0.345
999,0.237,0.704,0.669,0.362,0.582,0.445,0.39
999,0.228,0.706,0.678,0.362,0.586,0.433,0.385
999,0.218,0.693,0.68,0.362,0.592,0.408,0.381
999,0.205,0.69,0.675,0.362,0.586,0.407,0.376
999,0.189,0.695,0.685,0.362,0.569,0.383,0.341
0.105,0.173,0.69,0.679,0.362,0.551,0.349,0.298
999,0.157,0.716,0.66,0.362,0.509,0.349,0.293
999,0.141,0.725,0.673,0.362,0.471,0.335,0.292
999,0.125,0.694,0.675,0.362,0.43,0.349,0.315
999,0.122,0.719,0.681,0.362,0.408,0.372,0.301
999,0.126,0.687,0.628,0.361,0.42,0.358,0.339
999,0.13,0.708,0.633,0.361,0.432,0.418,0.356
999,0.135,0.696,0.624,0.361,0.46,0.452,0.392
999,0.139,0.685,0.627,0.361,0.501,0.46,0.41
999,0.143,0.706,0.618,0.361,0.52,0.441,0.395
0.189,0.147,0.715,0.626,0.361,0.529,0.443,0.385
999,0.151,0.718,0.621,0.361,0.539,0.467,0.419
999,0.155,0.701,0.623,0.361,0.549,0.447,0.409
999,0.159,0.685,0.632,0.361,0.559,0.447,0.413
999,0.164,0.691,0.635,0.361,0.569,0.481,0.418
999,0.168,0.727,0.631,0.361,0.578,0.471,0.448
999,0.172,0.692,0.624,0.361,0.571,0.451,0.411
999,0.176,0.693,0.631,0.361,0.564,0.44,0.411
999,0.179,0.718,0.62,0.361,0.559,0.459,0.41
999,0.182,0.694,0.626,0.361,0.558,0.485,0.412
0.321,0.185,0.707,0.626,0.361,0.569,0.486,0.46
999,0.188,0.691,0.628,0.361,0.577,0.494,0.452
999,0.191,0.725,0.62,0.361,0.583,0.532,0.466
999,0.194,0.717,0.628,0.361,0.6,0.532,0.484
999,0.197,0.697,0.629,0.361,0.617,0.521,0.458
999,0.199,0.686,0.632,0.361,0.634,0.546,0.498
999,0.2,0.716,0.599,0.361,0.65,0.539,0.492
999,0.202,0.696,0.629,0.361,0.675,0.551,0.524
999,0.204,0.694,0.625,0.361,0.692,0.546,0.521
999,0.205,0.721,0.621,0.361,0.674,0.55,0.498
0.328,0.207,0.704,0.629,0.361,0.657,0.461,0.463
999,0.211,0.692,0.624,0.361,0.646,0.472,0.425
999,0.221,0.688,0.616,0.361,0.634,0.475,0.425
999,0.23,0.731,0.616,0.361,0.656,0.509,0.453
999,0.24,0.712,0.619,0.361,0.659,0.519,0.477
999,0.249,0.721,0.634,0.361,0.664,0.555,0.5
999,0.257,0.71,0.602,0.361,0.716,0.582,0.522
999,0.264,0.683,0.615,0.361,0.723,0.546,0.513
999,0.249,0.709,0.639,0.361,0.694,0.494,0.447
999,0.18,0.676,0.631,0.361,0.646,0.386,0.352
0.229,0.112,0.688,0.609,0.361,0.582,0.332,0.286
999,0.0746,0.695,0.546,0.361,0.517,0.266,0.236
999,0.0735,0.736,0.545,0.361,0.455,0.307,0.264
999,0.0724,0.719,0.551,0.361,0.393,0.339,0.293
999,0.0713,0.713,0.533,0.361,0.378,0.437,0.343
999,0.0983,0.676,0.45,0.361,0.431,0.519,0.46
999,0.133,0.71,0.452,0.36,0.582,0.713,0.659
999,0.167,0.702,0.459,0.36,0.695,0.794,0.748
999,0.201,0.686,0.452,0.36,0.79,0.841,0.825
999,0.236,0.681,0.449,0.36,0.849,0.877,0.851
0.198,0.27,0.687,0.494,0.36,0.841,0.879,0.845
999,0.269,0.735,0.53,0.36,0.825,0.798,0.774
999,0.258,0.725,0.52,0.36,0.808,0.772,0.723
999,0.248,0.715,0.521,0.36,0.798,0.73,0.695
999,0.237,0.718,0.57,0.498,0.792,0.743,0.695
999,0.227,0.744,0.572,0.558,0.787,0.694,0.67
999,0.217,0.723,0.583,0.573,0.773,0.65,0.625
999,0.206,0.736,0.57,0.575,0.752,0.613,0.575
999,0.206,0.757,0.576,0.577,0.731,0.613,0.588
999,0.218,0.762,0.578,0.579,0.711,0.614,0.554
0.299,0.23,0.763,0.575,0.581,0.72,0.62,0.596
999,0.242,0.749,0.584,0.669,0.729,0.655,0.617
999,0.254,0.744,0.573,0.687,0.762,0.71,0.671
999,0.266,0.723,0.574,0.705,0.764,0.699,0.675
999,0.278,0.749,0.559,0.722,0.759,0.681,0.658
999,0.29,0.751,0.579,0.729,0.754,0.679,0.628
999,0.302,0.746,0.568,0.721,0.749,0.655,0.628
999,0.313,0.747,0.574,0.714,0.746,0.697,0.67
999,0.325,0.759,0.58,0.642,0.777,0.766,0.719
999,0.337,0.76,0.569,0.423,0.807,0.794,0.753
0.26,0.349,0.764,0.581,0.391,0.838,0.846,0.814
999,0.365,0.762,0.578,0.386,0.869,0.848,0.814
999,0.38,0.738,0.576,0.381,0.897,0.824,0.8
999,0.396,0.721,0.563,0.377,0.874,0.77,0.724
999,0.411,0.739,0.621,0.372,0.852,0.729,0.691
999,0.395,0.754,0.624,0.367,0.82,0.669,0.645
999,0.37,0.767,0.63,0.362,0.784,0.651,0.618
999,0.345,0.77,0.62,0.358,0.748,0.635,0.59
999,0.32,0.783,0.701,0.476,0.712,0.61,0.585
999,0.295,0.762,0.701,0.481,0.658,0.562,0.535
0.225,0.271,0.735,0.703,0.485,0.586,0.517,0.446
999,0.246,0.736,0.702,0.49,0.504,0.47,0.414
999,0.244,0.772,0.698,0.494,0.422,0.437,0.393
999,0.243,0.766,0.695,0.498,0.305,0.404,0.314
999,0.242,0.727,0.562,0.626,0.196,0.382,0.287
999,0.242,0.704,0.555,0.678,0.174,0.415,0.312
999,0.241,0.758,0.552,0.722,0.146,0.406,0.312
999,0.24,0.76,0.552,0.74,0.116,0.398,0.312
999,0.239,0.735,0.545,0.756,0.0871,0.374,0.284
999,0.238,0.751,0.558,0.812,0.0695,0.379,0.287
0.26,0.238,0.722,0.562,0.893,0.0546,0.36,0.291
999,0.237,0.718,0.569,0.974,0.061,0.391,0.307
999,0.222,0.723,0.6,0.994,0.0675,0.416,0.336
999,0.203,0.668,0.76,0.997,0.0675,0.409,0.321
999,0.202,0.707,0.759,1,0.0049,0.41,0.303
999,0.212,0.668,0.703,0.913,0.00891,0.39,0.285
999,0.221,0.624,0.646,0.897,0.0425,0.467,0.347
999,0.231,0.625,0.647,0.882,0.0876,0.463,0.359
999,0.24,0.663,0.643,0.866,0.135,0.479,0.384
999,0.25,0.682,0.642,0.851,0.161,0.506,0.389
0.745,0.259,0.688,0.64,0.836,0.18,0.468,0.396
999,0.269,0.662,0.686,0.744,0.199,0.491,0.395
999,0.279,0.686,0.665,0.696,0.219,0.5,0.427
999,0.288,0.626,0.651,0.541,0.276,0.544,0.472
999,0.298,0.731,0.698,0.536,0.327,0.56,0.471
999,0.32,0.731,0.7,0.531,0.347,0.546,0.471
999,0.349,0.703,0.702,0.526,0.418,0.602,0.51
999,0.318,0.571,0.705,0.521,0.489,0.622,0.545
999,0.328,0.569,0.7,0.516,0.559,0.629,0.553
999,0.347,0.647,0.7,0.511,0.591,0.638,0.593
0.881,0.367,0.653,0.703,0.491,0.623,0.652,0.602
999,0.386,0.66,0.708,0.379,0.655,0.703,0.633
999,0.405,0.719,0.706,0.379,0.7,0.738,0.692
999,0.425,0.738,0.748,0.378,0.721,0.741,0.663
999,0.444,0.694,0.744,0.378,0.726,0.679,0.624
999,0.464,0.667,0.751,0.378,0.732,0.698,0.667
999,0.483,0.706,0.754,0.377,0.74,0.734,0.683
999,0.502,0.66,0.749,0.377,0.748,0.691,0.67
999,0.477,0.67,0.762,0.377,0.744,0.706,0.66
999,0.487,0.669,0.755,0.376,0.739,0.674,0.628
0.58,0.496,0.656,0.743,0.376,0.734,0.677,0.639
999,0.503,0.667,0.753,0.376,0.729,0.694,0.647
999,0.504,0.678,0.753,0.375,0.727,0.661,0.611
999,0.504,0.645,0.747,0.375,0.724,0.605,0.575
999,0.505,0.69,0.619,0.375,0.717,0.607,0.54
999,0.505,0.648,0.551,0.374,0.742,0.574,0.552
999,0.506,0.663,0.55,0.374,0.731,0.615,0.574
999,0.506,0.667,0.553,0.374,0.719,0.598,0.55
999,0.507,0.665,0.546,0.373,0.704,0.545,0.526
999,0.507,0.673,0.552,0.373,0.671,0.522,0.497
0.31,0.472,0.685,0.676,0.373,0.639,0.496,0.468
999,0.436,0.71,0.746,0.372,0.602,0.409,0.387
999,0.399,0.698,0.736,0.372,0.557,0.341,0.311
999,0.362,0.639,0.628,0.372,0.53,0.35,0.287
999,0.326,0.69,0.662,0.371,0.518,0.328,0.28
999,0.289,0.683,0.576,0.371,0.47,0.334,0.294
999,0.252,0.664,0.568,0.371,0.457,0.413,0.352
999,0.229,0.708,0.596,0.37,0.445,0.442,0.409
999,0.22,0.726,0.7,0.37,0.428,0.47,0.417
999,0.224,0.727,0.689,0.369,0.404,0.433,0.38
0.191,0.258,0.675,0.686,0.369,0.408,0.486,0.396
999,0.259,0.662,0.688,0.369,0.423,0.491,0.458
999,0.26,0.66,0.689,0.368,0.438,0.487,0.458
999,0.262,0.64,0.64,0.368,0.444,0.455,0.42
999,0.263,0.65,0.632,0.368,0.44,0.473,0.437
999,0.265,0.682,0.592,0.367,0.437,0.421,0.383
999,0.266,0.645,0.547,0.367,0.405,0.389,0.35
999,0.267,0.672,0.51,0.367,0.369,0.389,0.355
999,0.269,0.646,0.502,0.366,0.333,0.354,0.35
999,0.235,0.693,0.509,0.366,0.299,0.354,0.333
0.344,0.233,0.67,0.455,0.366,0.275,0.317,0.326
999,0.283,0.649,0.367,0.365,0.29,0.329,0.319
999,0.288,0.664,0.374,0.365,0.305,0.394,0.358
999,0.293,0.698,0.382,0.365,0.32,0.391,0.367
999,0.299,0.691,0.378,0.364,0.335,0.387,0.377
999,0.304,0.653,0.377,0.364,0.35,0.406,0.406
999,0.309,0.69,0.38,0.364,0.365,0.434,0.421
999,0.312,0.658,0.381,0.363,0.382,0.421,0.425
999,0.314,0.672,0.377,0.363,0.398,0.439,0.403
999,0.316,0.662,0.387,0.363,0.413,0.433,0.423
0.532,0.319,0.656,0.369,0.362,0.429,0.456,0.451
999,0.321,0.683,0.377,0.362,0.445,0.478,0.456
999,0.264,0.679,0.382,0.362,0.461,0.519,0.496
999,0.279,0.68,0.382,0.361,0.483,0.488,0.505
999,0.295,0.674,0.38,0.361,0.515,0.508,0.497
999,0.31,0.687,0.38,0.361,0.547,0.513,0.565
999,0.326,0.676,0.377,0.36,0.577,0.545,0.574
999,0.341,0.677,0.378,0.437,0.608,0.577,0.579
999,0.356,0.677,0.456,0.476,0.635,0.582,0.585
999,0.366,0.698,0.539,0.479,0.597,0.573,0.559
0.601,0.338,0.665,0.528,0.482,0.596,0.505,0.526
999,0.313,0.685,0.53,0.484,0.596,0.522,0.53
999,0.309,0.681,0.524,0.487,0.595,0.551,0.525
999,0.305,0.674,0.517,0.49,0.595,0.544,0.538
999,0.301,0.665,0.527,0.492,0.595,0.552,0.541
999,0.296,0.651,0.523,0.495,0.594,0.555,0.539
999,0.292,0.691,0.529,0.497,0.594,0.576,0.552
999,0.288,0.681,0.532,0.5,0.594,0.518,0.517
999,0.284,0.65,0.529,0.503,0.593,0.541,0.503
999,0.28,0.63,0.532,0.505,0.585,0.549,0.53
0.444,0.276,0.659,0.525,0.508,0.576,0.564,0.576
999,0.272,0.662,0.529,0.51,0.568,0.533,0.52
999,0.268,0.673,0.529,0.513,0.557,0.506,0.481
999,0.264,0.691,0.532,0.516,0.544,0.488,0.462
999,0.259,0.683,0.527,0.518,0.53,0.48,0.467
999,0.255,0.71,0.623,0.521,0.491,0.455,0.459
999,0.251,0.691,0.628,0.523,0.441,0.424,0.39
999,0.247,0.644,0.558,0.526,0.414,0.403,0.382
999,0.243,0.604,0.554,0.529,0.407,0.435,0.402
999,0.239,0.662,0.556,0.531,0.373,0.414,0.392
0.367,0.244,0.664,0.505,0.397,0.32,0.373,0.34
999,0.261,0.628,0.314,0.396,0.35,0.421,0.381
999,0.287,0.635,0.262,0.396,0.418,0.497,0.468
999,0.314,0.673,0.239,0.396,0.475,0.561,0.521
999,0.341,0.688,0.247,0.395,0.525,0.564,0.529
999,0.369,0.674,0.256,0.395,0.589,0.594,0.593
999,0.396,0.682,0.37,0.395,0.635,0.628,0.607
999,0.402,0.666,0.374,0.395,0.645,0.567,0.574
999,0.395,0.665,0.353,0.394,0.655,0.588,0.574
999,0.389,0.675,0.374,0.394,0.661,0.59,0.577
0.49,0.382,0.679,0.374,0.394,0.653,0.554,0.555
999,0.375,0.681,0.378,0.393,0.645,0.56,0.546
999,0.369,0.672,0.375,0.393,0.637,0.519,0.528
999,0.362,0.677,0.367,0.393,0.629,0.522,0.535
999,0.355,0.671,0.372,0.392,0.651,0.55,0.524
999,0.349,0.686,0.373,0.392,0.659,0.566,0.563
999,0.342,0.679,0.359,0.392,0.66,0.535,0.528
999,0.335,0.659,0.378,0.391,0.678,0.566,0.566
999,0.329,0.692,0.439,0.391,0.659,0.585,0.581
999,0.322,0.682,0.455,0.391,0.639,0.556,0.54
0.416,0.315,0.692,0.546,0.39,0.62,0.531,0.505
999,0.309,0.687,0.628,0.39,0.609,0.518,0.477
999,0.306,0.688,0.622,0.39,0.599,0.484,0.48
999,0.302,0.675,0.621,0.389,0.591,0.491,0.474
999,0.299,0.669,0.63,0.389,0.584,0.498,0.479
999,0.295,0.668,0.63,0.389,0.576,0.495,0.488
999,0.292,0.663,0.634,0.388,0.539,0.476,0.44
999,0.288,0.671,0.626,0.388,0.503,0.455,0.406
999,0.285,0.681,0.624,0.388,0.467,0.416,0.401
999,0.282,0.659,0.619,0.387,0.45,0.407,0.366
0.305,0.278,0.669,0.611,0.387,0.44,0.434,0.389
999,0.275,0.674,0.627,0.387,0.431,0.421,0.405
999,0.271,0.652,0.552,0.386,0.444,0.47,0.435
999,0.27,0.662,0.551,0.386,0.482,0.498,0.475
999,0.273,0.674,0.614,0.386,0.472,0.471,0.443
999,0.277,0.68,0.598,0.385,0.463,0.457,0.415
999,0.28,0.664,0.597,0.385,0.458,0.423,0.41
999,0.283,0.662,0.6,0.385,0.455,0.422,0.401
999,0.287,0.68,0.609,0.384,0.451,0.402,0.397
999,0.29,0.686,0.599,0.384,0.448,0.432,0.403
0.362,0.293,0.671,0.598,0.384,0.442,0.45,0.409
999,0.297,0.675,0.601,0.383,0.434,0.43,0.406
999,0.3,0.663,0.604,0.383,0.427,0.433,0.405
999,0.303,0.653,0.606,0.383,0.419,0.43,0.408
999,0.307,0.686,0.594,0.382,0.411,0.416,0.401
999,0.31,0.647,0.602,0.382,0.406,0.377,0.39
999,0.313,0.668,0.602,0.382,0.4,0.418,0.405
999,0.316,0.69,0.606,0.382,0.395,0.386,0.379
999,0.32,0.661,0.602,0.381,0.389,0.399,0.352
999,0.323,0.668,0.604,0.381,0.383,0.407,0.362
0.486,0.326,0.664,0.488,0.381,0.382,0.424,0.388
999,0.33,0.643,0.389,0.38,0.48,0.462,0.447
999,0.333,0.67,0.366,0.38,0.524,0.537,0.52
999,0.336,0.654,0.371,0.38,0.551,0.517,0.512
999,0.339,0.66,0.376,0.379,0.544,0.455,0.478
999,0.342,0.661,0.37,0.379,0.536,0.49,0.476
999,0.345,0.677,0.375,0.379,0.53,0.465,0.435
999,0.291,0.686,0.369,0.378,0.531,0.475,0.464
999,0.313,0.675,0.381,0.378,0.532,0.493,0.457
999,0.334,0.685,0.377,0.378,0.569,0.526,0.495
0.553,0.355,0.675,0.378,0.377,0.593,0.553,0.519
999,0.377,0.661,0.373,0.377,0.625,0.564,0.561
999,0.398,0.69,0.496,0.377,0.658,0.593,0.593
999,0.42,0.677,0.538,0.376,0.626,0.543,0.539
999,0.434,0.688,0.547,0.376,0.607,0.472,0.47
999,0.396,0.667,0.577,0.376,0.593,0.437,0.402
999,0.359,0.656,0.578,0.375,0.563,0.41,0.385
999,0.321,0.667,0.547,0.375,0.532,0.398,0.361
999,0.318,0.683,0.551,0.375,0.531,0.397,0.363
999,0.27,0.669,0.526,0.374,0.536,0.428,0.431
0.483,0.275,0.697,0.529,0.374,0.54,0.421,0.409
999,0.279,0.657,0.531,0.374,0.565,0.482,0.467
999,0.284,0.682,0.522,0.373,0.548,0.502,0.476
999,0.288,0.676,0.534,0.373,0.556,0.475,0.476
999,0.293,0.651,0.544,0.373,0.564,0.525,0.514
999,0.297,0.695,0.525,0.372,0.572,0.511,0.483
999,0.301,0.666,0.523,0.372,0.577,0.533,0.479
999,0.306,0.656,0.52,0.372,0.578,0.522,0.484
999,0.31,0.675,0.523,0.371,0.578,0.499,0.482
999,0.314,0.672,0.527,0.371,0.582,0.487,0.478
0.369,0.318,0.663,0.528,0.371,0.589,0.49,0.476
999,0.321,0.673,0.522,0.37,0.592,0.493,0.475
999,0.324,0.672,0.514,0.37,0.569,0.486,0.457
999,0.328,0.694,0.52,0.37,0.592,0.492,0.461
999,0.331,0.637,0.521,0.369,0.597,0.494,0.48
999,0.334,0.662,0.526,0.369,0.592,0.505,0.479
999,0.337,0.672,0.524,0.368,0.587,0.491,0.457
999,0.341,0.667,0.522,0.368,0.577,0.484,0.48
999,0.344,0.686,0.53,0.368,0.597,0.477,0.467
999,0.347,0.664,0.533,0.367,0.599,0.504,0.482
0.334,0.351,0.671,0.531,0.367,0.6,0.553,0.503
999,0.354,0.662,0.521,0.366,0.617,0.595,0.56
999,0.357,0.675,0.523,0.366,0.641,0.593,0.549
999,0.361,0.678,0.526,0.365,0.648,0.589,0.555
999,0.364,0.672,0.528,0.365,0.653,0.549,0.525
999,0.367,0.668,0.524,0.365,0.657,0.535,0.535
999,0.37,0.65,0.525,0.364,0.662,0.55,0.516
999,0.373,0.665,0.526,0.364,0.678,0.544,0.541
999,0.376,0.7,0.519,0.363,0.692,0.546,0.522
999,0.379,0.668,0.527,0.239,0.696,0.533,0.542
0.296,0.382,0.671,0.522,0.238,0.696,0.54,0.505
999,0.385,0.647,0.536,0.237,0.678,0.532,0.507
999,0.388,0.704,0.512,0.236,0.664,0.511,0.501
999,0.391,0.686,0.525,0.235,0.681,0.494,0.492
999,0.394,0.669,0.532,0.234,0.708,0.515,0.507
999,0.397,0.651,0.529,0.233,0.714,0.546,0.542
999,0.4,0.656,0.524,0.232,0.701,0.557,0.552
999,0.389,0.655,0.524,0.231,0.688,0.509,0.496
999,0.346,0.656,0.525,0.23,0.672,0.441,0.437
999,0.303,0.677,0.527,0.23,0.589,0.411,0.408
0.208,0.259,0.647,0.526,0.229,0.531,0.376,0.359
999,0.216,0.706,0.525,0.228,0.437,0.356,0.316
999,0.172,0.696,0.518,0.227,0.346,0.399,0.364
999,0.172,0.641,0.377,0.226,0.365,0.475,0.403
999,0.183,0.655,0.378,0.225,0.392,0.518,0.464
999,0.193,0.728,0.383,0.224,0.392,0.51,0.473
999,0.203,0.698,0.379,0.223,0.374,0.443,0.428
999,0.215,0.654,0.37,0.222,0.369,0.417,0.393
999,0.238,0.679,0.378,0.221,0.366,0.412,0.382
999,0.261,0.673,0.364,0.22,0.364,0.425,0.395
0.23,0.283,0.65,0.25,0.219,0.423,0.494,0.455
999,0.306,0.676,0.262,0.218,0.502,0.545,0.55
999,0.327,0.662,0.253,0.218,0.558,0.551,0.556
999,0.335,0.695,0.329,0.331,0.598,0.576,0.599
999,0.344,0.677,0.325,0.339,0.61,0.55,0.545
999,0.353,0.658,0.327,0.346,0.622,0.522,0.513
999,0.362,0.705,0.445,0.353,0.632,0.549,0.551
999,0.37,0.709,0.451,0.361,0.62,0.508,0.503
999,0.377,0.685,0.452,0.367,0.604,0.51,0.499
999,0.365,0.677,0.487,0.373,0.594,0.511,0.47
0.515,0.354,0.663,0.5,0.38,0.57,0.507,0.466
999,0.342,0.674,0.503,0.386,0.534,0.434,0.429
999,0.331,0.677,0.497,0.393,0.498,0.423,0.402
999,0.32,0.688,0.496,0.399,0.462,0.446,0.388
999,0.308,0.685,0.498,0.406,0.427,0.413,0.401
999,0.297,0.678,0.51,0.412,0.403,0.448,0.414
999,0.286,0.673,0.507,0.419,0.415,0.425,0.431
999,0.282,0.68,0.502,0.425,0.426,0.465,0.431
999,0.301,0.676,0.501,0.432,0.438,0.485,0.454
999,0.319,0.669,0.493,0.438,0.458,0.487,0.45
0.538,0.338,0.647,0.492,0.442,0.482,0.484,0.448
999,0.357,0.667,0.492,0.439,0.506,0.486,0.451
999,0.376,0.669,0.503,0.436,0.53,0.518,0.467
999,0.395,0.698,0.502,0.433,0.554,0.525,0.499
999,0.414,0.646,0.502,0.545,0.577,0.522,0.479
999,0.432,0.66,0.499,0.552,0.599,0.542,0.518
999,0.451,0.656,0.5,0.553,0.622,0.547,0.516
999,0.47,0.669,0.509,0.553,0.644,0.556,0.514
999,0.489,0.67,0.514,0.554,0.661,0.561,0.536
999,0.508,0.659,0.612,0.555,0.663,0.582,0.55
0.571,0.526,0.702,0.633,0.556,0.664,0.621,0.553
999,0.557,0.701,0.626,0.557,0.706,0.572,0.552
999,0.615,0.687,0.632,0.557,0.729,0.628,0.613
999,0.673,0.661,0.625,0.558,0.73,0.68,0.623
999,0.731,0.648,0.625,0.559,0.732,0.683,0.661
999,0.789,0.67,0.62,0.56,0.733,0.713,0.652
999,0.74,0.641,0.627,0.561,0.706,0.616,0.592
999,0.629,0.63,0.67,0.562,0.665,0.482,0.45
999,0.482,0.686,0.7,0.43,0.581,0.322,0.271
999,0.315,0.672,0.671,0.395,0.542,0.296,0.236
0.309,0.309,0.667,0.628,0.392,0.579,0.365,0.267
999,0.309,0.674,0.628,0.388,0.591,0.43,0.354
999,0.309,0.679,0.624,0.385,0.581,0.435,0.381
999,0.309,0.652,0.621,0.382,0.566,0.438,0.357
999,0.309,0.692,0.602,0.378,0.559,0.479,0.387
999,0.309,0.685,0.594,0.375,0.575,0.588,0.497
999,0.329,0.657,0.595,0.371,0.628,0.587,0.537
999,0.393,0.664,0.598,0.377,0.677,0.698,0.617
999,0.426,0.675,0.606,0.404,0.701,0.738,0.684
999,0.425,0.671,0.603,0.431,0.724,0.687,0.611
0.146,0.424,0.649,0.604,0.437,0.713,0.631,0.585
999,0.424,0.657,0.606,0.432,0.702,0.61,0.565
999,0.423,0.66,0.594,0.426,0.691,0.563,0.513
999,0.422,0.665,0.601,0.421,0.68,0.525,0.508
999,0.421,0.697,0.605,0.415,0.678,0.563,0.499
999,0.42,0.656,0.601,0.41,0.683,0.584,0.53
999,0.419,0.679,0.606,0.405,0.687,0.582,0.555
999,0.417,0.646,0.6,0.387,0.692,0.565,0.524
999,0.404,0.664,0.594,0.366,0.692,0.556,0.505
999,0.39,0.667,0.597,0.345,0.69,0.559,0.497
0.105,0.377,0.69,0.604,0.324,0.688,0.596,0.521
999,0.364,0.652,0.6,0.308,0.687,0.585,0.516
999,0.35,0.652,0.601,0.293,0.684,0.597,0.544
999,0.372,0.669,0.598,0.279,0.685,0.602,0.533
999,0.395,0.692,0.6,0.265,0.682,0.551,0.508
999,0.418,0.675,0.6,0.25,0.686,0.538,0.486
999,0.441,0.669,0.563,0.241,0.676,0.559,0.496
999,0.465,0.694,0.558,0.238,0.677,0.611,0.566
999,0.488,0.658,0.536,0.235,0.691,0.673,0.588
999,0.511,0.661,0.557,0.231,0.728,0.719,0.685
0.0639,0.549,0.667,0.553,0.228,0.734,0.754,0.716
999,0.591,0.678,0.577,0.225,0.735,0.71,0.689
999,0.634,0.702,0.574,0.222,0.744,0.749,0.688
999,0.676,0.678,0.594,0.219,0.785,0.694,0.642
999,0.718,0.643,0.65,0.216,0.744,0.705,0.68
999,0.704,0.694,0.754,0.212,0.691,0.674,0.616
999,0.657,0.674,0.754,0.209,0.687,0.602,0.535
999,0.611,0.698,0.751,0.206,0.69,0.569,0.509
999,0.564,0.655,0.754,0.203,0.689,0.591,0.519
999,0.523,0.687,0.754,0.2,0.687,0.627,0.546
0.0302,0.496,0.663,0.749,0.196,0.686,0.593,0.549
999,0.468,0.662,0.752,0.193,0.68,0.511,0.49
999,0.44,0.67,0.748,0.19,0.657,0.454,0.424
999,0.392,0.678,0.749,0.187,0.637,0.456,0.394
999,0.338,0.67,0.753,0.179,0.629,0.448,0.409
999,0.31,0.659,0.709,0.142,0.621,0.492,0.428
999,0.312,0.657,0.681,0.104,0.613,0.502,0.459
999,0.313,0.657,0.628,0.00687,0.621,0.56,0.496
999,0.346,0.669,0.625,0.0038,0.638,0.553,0.495
999,0.348,0.682,0.57,0.00378,0.64,0.538,0.467
0,0.35,0.671,0.576,0.00376,0.629,0.509,0.48
999,0.352,0.677,0.579,0.00373,0.616,0.559,0.498
999,0.354,0.674,0.58,0.00371,0.625,0.556,0.492
999,0.356,0.693,0.573,0.00368,0.619,0.524,0.473
999,0.358,0.657,0.575,0.00366,0.626,0.544,0.509
999,0.36,0.663,0.576,0.00364,0.633,0.57,0.503
999,0.366,0.691,0.58,0.00361,0.638,0.536,0.523
999,0.378,0.662,0.581,0.00359,0.641,0.545,0.501
999,0.391,0.684,0.577,0.00357,0.643,0.571,0.511
999,0.404,0.691,0.574,0.00354,0.646,0.56,0.513
0.0372,0.417,0.653,0.58,0.00352,0.649,0.536,0.533
999,0.429,0.689,0.575,0.0035,0.682,0.666,0.637
999,0.442,0.668,0.602,0.00347,0.711,0.722,0.681
999,0.454,0.658,0.601,0.00345,0.711,0.694,0.654
999,0.467,0.681,0.604,0.00343,0.71,0.637,0.61
999,0.479,0.681,0.602,0.0034,0.694,0.554,0.536
999,0.394,0.675,0.601,0.00338,0.685,0.575,0.542
999,0.378,0.677,0.604,0.00335,0.679,0.566,0.518
999,0.361,0.668,0.599,0.00333,0.669,0.554,0.503
999,0.344,0.674,0.615,0.00331,0.66,0.575,0.52
0.0594,0.336,0.676,0.598,0.00328,0.659,0.575,0.545
999,0.334,0.683,0.596,0.00326,0.658,0.558,0.511
999,0.332,0.674,0.599,0.00324,0.656,0.554,0.517
999,0.329,0.687,0.582,0.00321,0.655,0.512,0.478
999,0.327,0.623,0.602,0.00319,0.654,0.571,0.547
999,0.326,0.688,0.604,0.00317,0.657,0.695,0.632
999,0.329,0.658,0.6,0.00314,0.667,0.672,0.611
999,0.332,0.665,0.593,0.00312,0.682,0.662,0.621
